Pollster,Start Date,End Date,Release Date/Time (ET),Number of Observations,Population,Mode,Favorable,Unfavorable,Undecided,Pollster URL,Source URL,Source URL
Gallup,2008-10-31,2008-11-02,2009-01-08 10:27:57,1500,Adults,Phone,62,34,,http://elections.huffingtonpost.com/pollster/polls/gallup-4386,http://www.gallup.com/,http://www.gallup.com/
Democracy Corps (D),2008-10-30,2008-11-02,2008-11-03 01:58:42,1000,Likely Voters,Phone,54,39,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-4094,http://www.pollster.com/blogs/us_obama_51_mccain_44_demcorps.php,http://www.pollster.com/blogs/us_obama_51_mccain_44_demcorps.php
ABC/Post,2008-10-30,2008-11-02,2008-11-03 14:22:12,2470,Likely Voters,Phone,63,33,4,http://elections.huffingtonpost.com/pollster/polls/abc-post-4143,http://www.washingtonpost.com/wp-srv/politics/documents/postpoll_110308.html,http://www.washingtonpost.com/wp-srv/politics/documents/postpoll_110308.html
Rasmussen,2008-10-27,2008-11-02,2009-01-05 11:26:01,7000,Likely Voters,Automated Phone,55,44,0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4270,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CNN,2008-10-30,2008-11-01,2008-11-02 09:31:20,714,Likely Voters,Phone,60,39,1,http://elections.huffingtonpost.com/pollster/polls/cnn-4063,http://www.pollster.com/blogs/us_obama_53_mccain_46_cnn10301.php,http://www.pollster.com/blogs/us_obama_53_mccain_46_cnn10301.php
FOX,2008-10-28,2008-10-29,2008-10-30 10:59:04,936,Likely Voters,Phone,56,40,3,http://elections.huffingtonpost.com/pollster/polls/fox-3921,http://www.foxnews.com/projects/pdf/103008_poll.pdf,http://www.foxnews.com/projects/pdf/103008_poll.pdf
CBS/Times,2008-10-25,2008-10-29,2008-10-30 16:03:21,699,Likely Voters,Phone,51,34,13,http://elections.huffingtonpost.com/pollster/polls/cbs-times-3939,http://www.nytimes.com/packages/pdf/politics/oct08e.trn.pdf,http://www.nytimes.com/packages/pdf/politics/oct08e.trn.pdf
AP/Yahoo/KN,2008-10-17,2008-10-27,2008-11-01 20:09:08,1753,Adults,Internet,55,40,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-kn-4041,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave9_Topline_102708.pdf,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave9_Topline_102708.pdf
Rasmussen,2008-10-20,2008-10-26,2009-01-05 11:27:17,7000,Likely Voters,Automated Phone,57,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4271,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
Newsweek,2008-10-22,2008-10-23,2008-10-24 18:09:15,882,Likely Voters,Phone,62,32,6,http://elections.huffingtonpost.com/pollster/polls/newsweek-3667,http://www.pollster.com/blogs/us_obama_53_mccain_41_newsweek.php,http://www.pollster.com/blogs/us_obama_53_mccain_41_newsweek.php
Democracy Corps (D),2008-10-21,2008-10-23,2008-10-24 07:53:48,1000,Likely Voters,Phone,52,40,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-3648,http://www.pollster.com/blogs/us_obama_52_mccain_43_demcorps.php,http://www.pollster.com/blogs/us_obama_52_mccain_43_demcorps.php
CBS/Times,2008-10-19,2008-10-22,2008-10-23 14:14:31,699,Likely Voters,Phone,52,31,15,http://elections.huffingtonpost.com/pollster/polls/cbs-times-3622,http://graphics8.nytimes.com/packages/pdf/politics/oct08d.trn.pdf,http://graphics8.nytimes.com/packages/pdf/politics/oct08d.trn.pdf
FOX,2008-10-20,2008-10-21,2008-10-22 10:27:32,936,Likely Voters,Phone,60,35,4,http://elections.huffingtonpost.com/pollster/polls/fox-3565,http://www.foxnews.com/projects/pdf/102208_poll.pdf,http://www.foxnews.com/projects/pdf/102208_poll.pdf
NBC/WSJ,2008-10-17,2008-10-20,2008-10-21 15:42:14,1159,Registered Voters,Phone,57,34,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-3533,http://msnbcmedia.msn.com/i/msnbc/sections/news/081021_NBC-WSJ_Poll_Full.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/081021_NBC-WSJ_Poll_Full.pdf
CNN,2008-10-17,2008-10-19,2008-10-20 08:14:17,746,Likely Voters,Phone,62,35,3,http://elections.huffingtonpost.com/pollster/polls/cnn-3474,http://politicalticker.blogs.cnn.com/,http://politicalticker.blogs.cnn.com/
Pew,2008-10-16,2008-10-19,2008-10-21 12:15:24,2382,Likely Voters,Phone,66,28,6,http://elections.huffingtonpost.com/pollster/polls/pew-3520,http://people-press.org/report/462/obamas-lead-widens,http://people-press.org/report/462/obamas-lead-widens
Democracy Corps (D),2008-10-15,2008-10-19,2008-10-20 11:54:59,1000,Likely Voters,Phone,50,40,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-3485,http://www.pollster.com/blogs/demcorps_us_ga_101519.php,http://www.pollster.com/blogs/demcorps_us_ga_101519.php
Rasmussen,2008-10-13,2008-10-19,2009-01-05 11:27:30,7000,Likely Voters,Automated Phone,55,44,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4272,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CBS/Times,2008-10-10,2008-10-13,2008-10-15 02:54:53,699,Likely Voters,Phone,50,32,15,http://elections.huffingtonpost.com/pollster/polls/cbs-times-3309,http://graphics8.nytimes.com/packages/pdf/politics/20081015_POLL.pdf,http://graphics8.nytimes.com/packages/pdf/politics/20081015_POLL.pdf
AP/Yahoo/KN,2008-10-03,2008-10-13,2008-11-01 20:15:15,1769,Adults,Internet,52,43,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-kn-4042,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave8_Topline_101308_LV.pdf,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave8_Topline_101308_LV.pdf
USA Today/Gallup,2008-10-10,2008-10-12,2008-10-13 19:24:40,1030,Likely Voters,Phone,62,35,2,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-3258,http://www.pollster.com/blogs/us_obama_52_mccain_45_usa_toda.php,http://www.pollster.com/blogs/us_obama_52_mccain_45_usa_toda.php
Democracy Corps (D),2008-10-08,2008-10-12,2008-10-13 08:38:55,1000,Likely Voters,Phone,53,38,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-3236,http://www.democracycorps.com/strategy/2008/10/national-survey-5/,http://www.democracycorps.com/strategy/2008/10/national-survey-5/
Rasmussen,2008-10-06,2008-10-12,2009-01-05 11:27:49,7000,Likely Voters,Automated Phone,56,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4273,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
ABC/Post,2008-10-08,2008-10-11,2008-10-13 04:57:36,766,Likely Voters,Phone,65,32,3,http://elections.huffingtonpost.com/pollster/polls/abc-post-3232,http://www.pollster.com/blogs/us_obama_53_mccain_43_abcpost1.php,http://www.pollster.com/blogs/us_obama_53_mccain_43_abcpost1.php
FOX,2008-10-08,2008-10-09,2008-10-10 12:50:22,900,Registered Voters,Phone,60,34,7,http://elections.huffingtonpost.com/pollster/polls/fox-3191,http://www.pollster.com/blogs/us_obama_46_mccain_39_fox1089.php,http://www.pollster.com/blogs/us_obama_46_mccain_39_fox1089.php
Newsweek,2008-10-08,2008-10-09,2008-10-10 14:16:07,1035,Registered Voters,Phone,60,36,4,http://elections.huffingtonpost.com/pollster/polls/newsweek-3192,http://www.pollster.com/blogs/us_obama_52_mccain_41_newsweek.php,http://www.pollster.com/blogs/us_obama_52_mccain_41_newsweek.php
NBC/WSJ,2008-10-04,2008-10-05,2008-10-06 17:13:33,658,Registered Voters,Phone,52,35,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-3047,http://msnbcmedia.msn.com/i/msnbc/sections/news/081006_NBC-WSJ_Full_Release.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/081006_NBC-WSJ_Full_Release.pdf
CBS News,2008-10-03,2008-10-05,2008-10-06 17:10:52,616,Likely Voters,Phone,46,34,16,http://elections.huffingtonpost.com/pollster/polls/cbs-news-3046,http://www.pollster.com/blogs/us_obama_48_mccain_45_cbs_1035.php,http://www.pollster.com/blogs/us_obama_48_mccain_45_cbs_1035.php
USA Today/Gallup,2008-10-03,2008-10-05,2008-10-10 07:00:47,1011,Likely Voters,Phone,62,34,3,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-3177,"",""
CNN,2008-10-03,2008-10-05,2008-10-06 13:52:51,694,Likely Voters,Phone,61,38,2,http://elections.huffingtonpost.com/pollster/polls/cnn-3038,http://www.pollster.com/blogs/us_obama_53_mccain_45_cnn1035.php,http://www.pollster.com/blogs/us_obama_53_mccain_45_cnn1035.php
Democracy Corps (D),2008-10-01,2008-10-05,2008-10-06 08:12:15,1000,Likely Voters,Phone,49,41,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-3023,http://www.democracycorps.com/wp-content/files/dcor100508fq13_pb.pdf,http://www.democracycorps.com/wp-content/files/dcor100508fq13_pb.pdf
Rasmussen,2008-09-29,2008-10-05,2009-01-05 11:28:10,7000,Likely Voters,Automated Phone,57,41,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4274,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
Democracy Corps (D),2008-09-28,2008-09-30,2008-10-01 09:48:44,1000,Likely Voters,Phone,50,38,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-2915,http://www.democracycorps.com/wp-content/files/dcor093008fq12_pb.pdf,http://www.democracycorps.com/wp-content/files/dcor093008fq12_pb.pdf
CBS News,2008-09-27,2008-09-30,2008-10-02 06:35:54,,Likely Voters,Phone,48,32,17,http://elections.huffingtonpost.com/pollster/polls/cbs-news-2937,http://www.cbsnews.com/stories/2008/10/01/opinion/polls/main4491938.shtml,http://www.cbsnews.com/stories/2008/10/01/opinion/polls/main4491938.shtml
Pew,2008-09-27,2008-09-29,2008-10-01 06:58:11,1181,Likely Voters,Phone,65,30,5,http://elections.huffingtonpost.com/pollster/polls/pew-2910,http://www.pollster.com/blogs/us_obama_49_mccain_43_pew92729.php,http://www.pollster.com/blogs/us_obama_49_mccain_43_pew92729.php
Rasmussen,2008-09-22,2008-09-28,2009-01-05 11:28:27,7000,Likely Voters,Automated Phone,56,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4275,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CBS/Times,2008-09-21,2008-09-24,2008-09-26 09:31:56,,Likely Voters,Phone,43,30,22,http://elections.huffingtonpost.com/pollster/polls/cbs-times-2817,http://www.cbsnews.com/htdocs/pdf/SEP08C-08Elec.pdf,http://www.cbsnews.com/htdocs/pdf/SEP08C-08Elec.pdf
FOX,2008-09-22,2008-09-23,2008-09-24 11:07:14,900,Registered Voters,Phone,57,33,10,http://elections.huffingtonpost.com/pollster/polls/fox-2758,http://www.pollster.com/blogs/us_obama_45_mccain_39_fox92223.php,http://www.pollster.com/blogs/us_obama_45_mccain_39_fox92223.php
NBC/WSJ,2008-09-12,2008-09-22,2008-09-24 14:34:17,1085,Registered Voters,Phone,48,36,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-2771,http://msnbcmedia.msn.com/i/msnbc/sections/news/080924_NBC-WSJ_Released.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/080924_NBC-WSJ_Released.pdf
CNN,2008-09-19,2008-09-21,2008-09-22 13:23:39,697,Likely Voters,Phone,61,36,2,http://elections.huffingtonpost.com/pollster/polls/cnn-2702,http://politicalticker.blogs.cnn.com/2008/09/22/republicans-blamed-obama-gains-over-financial-crisis/,http://politicalticker.blogs.cnn.com/2008/09/22/republicans-blamed-obama-gains-over-financial-crisis/
Rasmussen,2008-09-15,2008-09-21,2009-01-05 11:28:41,7000,Likely Voters,Automated Phone,56,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4276,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CBS/Times,2008-09-12,2008-09-16,2008-09-17 15:45:10,,Likely Voters,Phone,45,35,16,http://elections.huffingtonpost.com/pollster/polls/cbs-times-2557,http://graphics8.nytimes.com/packages/pdf/politics/20080918_POLL.pdf,http://graphics8.nytimes.com/packages/pdf/politics/20080918_POLL.pdf
AP/Yahoo/KN,2008-09-05,2008-09-15,2008-11-01 20:15:48,1740,Adults,Internet,52,42,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-kn-4043,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave7_Topline_091508.pdf,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave7_Topline_091508.pdf
Pew,2008-09-09,2008-09-14,2008-09-18 12:50:08,2307,Likely Voters,Phone,62,34,4,http://elections.huffingtonpost.com/pollster/polls/pew-2586,http://people-press.org/report/450/presidential-race-remains-even,http://people-press.org/report/450/presidential-race-remains-even
Rasmussen,2008-09-08,2008-09-14,2009-01-05 11:28:56,7000,Likely Voters,Automated Phone,55,44,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4277,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
Newsweek,2008-09-10,2008-09-11,2008-09-12 17:31:17,1038,Registered Voters,Phone,57,37,5,http://elections.huffingtonpost.com/pollster/polls/newsweek-2461,http://www.newsweek.com/id/158627,http://www.newsweek.com/id/158627
Democracy Corps (D),2008-09-08,2008-09-10,2008-09-11 08:19:48,1000,Likely Voters,Phone,47,41,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-2421,http://www.democracycorps.com/wp-content/files/dcor091008fq9.pdf,http://www.democracycorps.com/wp-content/files/dcor091008fq9.pdf
FOX,2008-09-08,2008-09-09,2008-09-10 11:58:16,900,Registered Voters,Phone,57,36,7,http://elections.huffingtonpost.com/pollster/polls/fox-2404,http://www.foxnews.com/projects/pdf/091008poll1.pdf,http://www.foxnews.com/projects/pdf/091008poll1.pdf
NBC/WSJ,2008-09-06,2008-09-08,2008-09-09 15:48:12,860,Registered Voters,Phone,53,32,2,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-2401,http://www.pollster.com/blogs/us_obama_47_mccain_46_nbcwsj96.php,http://www.pollster.com/blogs/us_obama_47_mccain_46_nbcwsj96.php
USA Today/Gallup,2008-09-05,2008-09-07,2008-09-01 19:45:34,823,Likely Voters,Phone,62,35,3,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-2338,http://www.pollster.com/blogs/us_mccain_54_obama_44_usatoday.php,http://www.pollster.com/blogs/us_mccain_54_obama_44_usatoday.php
CNN,2008-09-05,2008-09-07,2008-09-08 09:05:31,942,Registered Voters,Phone,60,34,6,http://elections.huffingtonpost.com/pollster/polls/cnn-2374,http://politicalticker.blogs.cnn.com/2008/09/08/cnn-poll-race-dead-even/,http://politicalticker.blogs.cnn.com/2008/09/08/cnn-poll-race-dead-even/
ABC/Post,2008-09-05,2008-09-07,2008-09-08 14:14:18,,Likely Voters,Phone,61,35,4,http://elections.huffingtonpost.com/pollster/polls/abc-post-2378,http://www.pollster.com/blogs/us_mccain_49_obama_47_abcpost9.php,http://www.pollster.com/blogs/us_mccain_49_obama_47_abcpost9.php
Rasmussen,2008-09-01,2008-09-07,2009-01-05 11:29:19,7000,Likely Voters,Automated Phone,57,41,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4278,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
AP/Yahoo/KN,2008-08-27,2008-09-05,2008-11-01 20:28:15,2227,Adults,Internet,52,42,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-kn-4046,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave6_Topline_W6%20ALL%20weight5_091808.pdf,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave6_Topline_W6%20ALL%20weight5_091808.pdf
CBS News,2008-09-01,2008-09-03,2008-09-04 13:55:51,734,Registered Voters,Phone,38,34,24,http://elections.huffingtonpost.com/pollster/polls/cbs-news-2364,http://www.pollster.com/blogs/us_mccain_42_obama_42_cbs913.php,http://www.pollster.com/blogs/us_mccain_42_obama_42_cbs913.php
Democracy Corps (D),2008-09-01,2008-09-03,2008-09-04 13:14:12,1000,Likely Voters,Phone,49,37,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-2362,http://www.democracycorps.com/wp-content/files/dcor090308fq8.pdf,http://www.democracycorps.com/wp-content/files/dcor090308fq8.pdf
CBS,2008-08-29,2008-08-31,2008-09-01 19:47:32,781,Registered Voters,Phone,39,34,22,http://elections.huffingtonpost.com/pollster/polls/cbs-2339,http://www.pollster.com/blogs/poll_cbs_news_national_82931.php,http://www.pollster.com/blogs/poll_cbs_news_national_82931.php
Diageo/Hotline,2008-08-29,2008-08-31,2008-09-02 09:56:15,805,Registered Voters,Phone,60,31,7,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-2343,"",""
CNN,2008-08-29,2008-08-31,2008-09-01 07:19:18,927,Registered Voters,Phone,64,33,2,http://elections.huffingtonpost.com/pollster/polls/cnn-2335,http://www.pollster.com/blogs/poll_cnn_national_82931.php,http://www.pollster.com/blogs/poll_cnn_national_82931.php
Rasmussen,2008-08-25,2008-08-31,2009-01-05 11:30:19,7000,Likely Voters,Automated Phone,56,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4279,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CNN,2008-08-23,2008-08-24,2008-08-24 18:12:32,909,Registered Voters,Phone,60,36,3,http://elections.huffingtonpost.com/pollster/polls/cnn-2301,http://www.cnn.com/2008/POLITICS/08/24/election.2008.poll/index.html,http://www.cnn.com/2008/POLITICS/08/24/election.2008.poll/index.html
Rasmussen,2008-08-18,2008-08-24,2009-01-05 11:30:36,7000,Likely Voters,Automated Phone,55,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4280,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
USA Today/Gallup,2008-08-21,2008-08-23,2008-08-24 22:54:52,,Likely Voters,Phone,63,32,4,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-2302,http://www.usatoday.com/news/politics/election2008/2008-08-24-campaignpoll_N.htm?loc=interstitialskip,http://www.usatoday.com/news/politics/election2008/2008-08-24-campaignpoll_N.htm?loc=interstitialskip
ABC/Post,2008-08-19,2008-08-22,2008-08-24 07:21:40,916,Registered Voters,Phone,62,34,4,http://elections.huffingtonpost.com/pollster/polls/abc-post-2291,http://www.pollster.com/blogs/poll_abcpost_national_81922.php,http://www.pollster.com/blogs/poll_abcpost_national_81922.php
CBS/Times,2008-08-15,2008-08-19,2008-08-20 16:08:43,869,Registered Voters,Phone,39,32,25,http://elections.huffingtonpost.com/pollster/polls/cbs-times-2258,http://www.pollster.com/blogs/poll_cbstimes_national_81519.php,http://www.pollster.com/blogs/poll_cbstimes_national_81519.php
NBC/WSJ,2008-08-15,2008-08-18,2008-08-20 16:17:48,1005,Registered Voters,Phone,50,36,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-2259,http://www.pollster.com/blogs/poll_nbcwsj_national_81518.php,http://www.pollster.com/blogs/poll_nbcwsj_national_81518.php
Rasmussen,2008-08-11,2008-08-17,2009-01-05 11:30:48,7000,Likely Voters,Automated Phone,54,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4281,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
Rasmussen,2008-08-04,2008-08-10,2009-01-05 11:31:01,7000,Likely Voters,Automated Phone,54,44,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4282,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CBS,2008-07-31,2008-08-05,2008-08-06 15:43:55,851,Registered Voters,Phone,37,32,25,http://elections.huffingtonpost.com/pollster/polls/cbs-2169,http://www.pollster.com/blogs/poll_cbs_national_731_85.php,http://www.pollster.com/blogs/poll_cbs_national_731_85.php
Rasmussen,2008-07-28,2008-08-03,2009-01-05 11:31:17,7000,Likely Voters,Automated Phone,54,44,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4283,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CNN,2008-07-27,2008-07-29,2008-07-30 13:58:36,914,Registered Voters,Phone,63,33,4,http://elections.huffingtonpost.com/pollster/polls/cnn-2110,http://www.pollster.com/blogs/poll_cnn_national_72729.php,http://www.pollster.com/blogs/poll_cnn_national_72729.php
USA Today/Gallup,2008-07-25,2008-07-27,2008-07-28 12:50:31,791,Likely Voters,Phone,61,35,1,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-2099,http://www.pollster.com/blogs/poll_usatodaygallup_national_7.php,http://www.pollster.com/blogs/poll_usatodaygallup_national_7.php
Rasmussen,2008-07-21,2008-07-27,2009-01-05 11:31:46,7000,Likely Voters,Automated Phone,56,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4284,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
NBC/WSJ,2008-07-18,2008-07-21,2008-07-24 08:51:53,1003,Registered Voters,Phone,48,34,2,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-2078,http://www.pollster.com/blogs/poll_nbcwsj_national_718.php,http://www.pollster.com/blogs/poll_nbcwsj_national_718.php
Rasmussen,2008-07-14,2008-07-20,2009-01-05 11:31:57,7000,Likely Voters,Automated Phone,54,44,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4285,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CBS/Times,2008-07-07,2008-07-14,2008-07-15 19:47:48,1534,Registered Voters,Phone,39,31,24,http://elections.huffingtonpost.com/pollster/polls/cbs-times-2033,http://www.pollster.com/blogs/poll_cbstimes_national_2.php,http://www.pollster.com/blogs/poll_cbstimes_national_2.php
Rasmussen,2008-07-07,2008-07-13,2009-01-05 11:32:09,7000,Likely Voters,Automated Phone,55,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4286,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
Newsweek,2008-07-09,2008-07-10,2008-07-11 21:42:19,1037,Registered Voters,Phone,56,32,12,http://elections.huffingtonpost.com/pollster/polls/newsweek-2015,http://www.newsweek.com/id/145737,http://www.newsweek.com/id/145737
Rasmussen,2008-06-30,2008-07-06,2009-01-05 11:32:26,4000,Likely Voters,Automated Phone,56,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4287,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
CNN,2008-06-26,2008-06-29,2008-07-01 14:09:11,906,Registered Voters,Phone,63,32,4,http://elections.huffingtonpost.com/pollster/polls/cnn-1944,http://www.pollster.com/blogs/poll_cnn_national_1.php,http://www.pollster.com/blogs/poll_cnn_national_1.php
Rasmussen,2008-06-23,2008-06-29,2009-01-05 11:32:43,7000,Likely Voters,Automated Phone,55,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4288,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
AP/Yahoo/KN,2008-06-13,2008-06-23,2008-11-01 20:16:37,1759,Adults,Internet,49,44,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-kn-4044,http://us.lrd.yahoo.com/_ylt=ArOJv4E.Ca18DFyhlOUjxNR2KY54/SIG=12ierhvjm/**http%3A//l.yimg.com/a/i/us/nws/elections/ap_election_wave9_topline_102708v2.pdf,http://us.lrd.yahoo.com/_ylt=ArOJv4E.Ca18DFyhlOUjxNR2KY54/SIG=12ierhvjm/**http%3A//l.yimg.com/a/i/us/nws/elections/ap_election_wave9_topline_102708v2.pdf
Rasmussen,2008-06-16,2008-06-22,2009-01-05 11:32:57,7000,Likely Voters,Automated Phone,56,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4289,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
Newsweek,2008-06-18,2008-06-19,2008-06-20 14:03:33,896,Registered Voters,Phone,62,26,12,http://elections.huffingtonpost.com/pollster/polls/newsweek-1880,http://www.psra.com/_uploads/0806%20ftop%20620.pdf,http://www.psra.com/_uploads/0806%20ftop%20620.pdf
USA Today/Gallup,2008-06-15,2008-06-19,2008-06-20 11:08:30,1310,Likely Voters,Phone,64,31,4,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-1857,http://www.usatoday.com/news/politics/election2008/2008-06-20-poll-friday_N.htm,http://www.usatoday.com/news/politics/election2008/2008-06-20-poll-friday_N.htm
ABC/Post,2008-06-12,2008-06-15,2008-06-17 07:02:14,,Likely Voters,Phone,63,33,4,http://elections.huffingtonpost.com/pollster/polls/abc-post-1818,http://abcnews.go.com/images/PollingUnit/1066a308Politics.pdf,http://abcnews.go.com/images/PollingUnit/1066a308Politics.pdf
Rasmussen,2008-06-09,2008-06-15,2009-01-05 11:33:09,7000,Likely Voters,Automated Phone,55,43,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4290,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
NBC/WSJ,2008-06-06,2008-06-09,2008-06-12 10:34:09,1000,Registered Voters,Phone,48,33,2,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-1795,http://msnbcmedia.msn.com/i/msnbc/sections/news/080611_NBC-WSJ_Released.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/080611_NBC-WSJ_Released.pdf
Rasmussen,2008-06-02,2008-06-08,2009-01-05 11:33:21,7000,Likely Voters,Automated Phone,56,42,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-4291,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index,http://www.rasmussenreports.com/public_content/politics/obama_administration/daily_presidential_approval_index
